date,20_day_sma,close,ewma_12,ewma_26,high,low,obv_10,open,rsi_14,volume
2015-10-13,246.19549999999987,219.25,233.47990545587976,241.31307725525036,222.522,211.13,-2994950.3,213.28,45.63,5171535.0
2015-10-14,243.92699999999985,216.88,230.92607384728282,239.50321924453186,220.95,215.43,-2253230.6,220.67,43.49,3104446.0
2015-10-15,241.8889999999999,221.31,229.44667787077773,238.15557307378683,221.73,213.7,-2262179.5,216.43,56.12,2844233.0
2015-10-16,240.2084999999999,227.01,229.07180435219655,237.32997489770594,230.4805,222.87,-1642403.5,223.04,53.02,4334493.0
2015-10-19,238.40349999999995,228.1,228.92229599032015,236.64627292260604,231.15,224.94,-2608818.5,226.5,52.72,2507895.0
2015-10-20,236.00799999999995,213.03,226.47732737642474,234.89691906284236,228.6,202.0,-2345769.7,227.72,58.75,14900047.0
2015-10-21,233.45949999999993,210.09,223.95620008774398,233.0593692011808,214.81,208.8,-1449932.2,211.99,54.21,4183471.0
2015-10-22,230.88949999999994,211.72,222.0737077665526,231.4786749461732,215.75,209.4,-1257641.4,211.56,54.77,2825159.0
2015-10-23,228.49849999999998,209.09,220.07621426400604,229.82025434653832,215.35,207.69,-534867.3,215.0,52.39,4235462.0
2015-10-26,226.83999999999997,215.26,219.33525822338973,228.74171684707903,215.88,210.0,-1403965.7,211.38,44.97,3391438.0
2015-10-27,225.025,210.35,217.95291080440668,227.3793672867242,217.1,207.51,-820661.8,214.84,52.4,3519449.0
2015-10-28,223.25300000000001,212.96,217.18477068065184,226.31126588697256,213.45,208.3,-1285588.3,211.31,50.65,2728593.0
2015-10-29,221.84050000000002,211.63,216.33019057593617,225.22376459773426,213.7481,210.64,-2162927.7,211.75,55.5,1805032.0
2015-10-30,219.80850000000004,206.93,214.88400741040755,223.86867079411584,211.63,203.89,-2020922.8,210.4,59.08,4438901.0
2015-11-02,218.19050000000007,213.79,214.71569857803715,223.12210252097492,215.8,207.22,-1364166.7,208.92,54.05,3927944.0
2015-11-03,216.53500000000008,208.35,213.7363603352622,222.0278726148072,214.44,207.75,326817.0,213.85,56.38,8332486.0
2015-11-04,216.51850000000007,231.63,216.48922797599104,222.73914136405395,232.74,225.2,493985.4,227.0,36.84,12726366.0
2015-11-05,216.7710000000001,231.77,218.84011597968473,223.40809390267196,234.5843,229.19,1162060.9,230.58,48.28,4496843.0
2015-11-06,217.3545000000001,232.36,220.9200981366563,224.07119810122867,233.359,229.5,437831.1,230.7,49.41,2445293.0
2015-11-09,217.8420000000001,225.33,221.59854457717068,224.16444269194744,232.99,224.31,328075.3,232.99,54.27,3850860.0
2015-11-10,217.7045000000001,216.5,220.81415310375982,223.59670616453795,223.7,216.08,389996.6,223.48,68.51,4617007.0
2015-11-11,217.8145000000001,219.08,220.54736031856598,223.2621353202326,219.48,213.63,278909.8,217.77,61.03,3347806.0
2015-11-12,217.39600000000004,212.94,219.37699719263276,222.49753266730627,219.0,212.66,379767.2,217.85,68.62,2915900.0
2015-11-13,216.40500000000003,207.19,217.50207454761232,221.3636413083427,212.99,206.52,279512.3,212.95,73.34,3430327.0
2015-11-16,215.71550000000002,214.31,217.01098615567196,220.84114933812646,214.98,205.8,897928.3,206.09,69.42,2925395.0
2015-11-17,215.76400000000004,214.0,216.5477575163378,220.3343975160394,216.0,211.4,-93518.3,215.2,63.42,2148326.0
2015-11-18,216.31300000000002,221.07,217.2434871292089,220.3888865908432,221.38,212.52,-292765.1,214.5,54.06,2811900.0
2015-11-19,216.817,221.8,217.9444891093306,220.4934135134465,226.19,220.3,-977366.6,220.54,55.94,2504375.0
2015-11-20,217.363,220.01,218.26226001558743,220.45760510396255,225.0,213.58,-844900.5,223.49,47.16,4400722.0
2015-11-23,217.4875,217.75,218.18345078242015,220.2570417573245,219.18,214.6798,-135170.5,217.35,50.8,2526199.0
2015-11-24,217.8825,218.25,218.1936891235863,220.10837199367649,221.0,215.0,-70873.2,215.37,52.63,2480293.0
2015-11-25,218.7165,229.64,219.95466002764996,220.81441852957627,230.825,220.375,415652.1,221.34,54.35,3990779.0
2015-11-27,219.71549999999996,231.61,221.74778925416533,221.61409124882582,232.25,227.01,492703.5,231.06,51.62,1949353.0
2015-11-30,220.88199999999998,230.26,223.05736013813987,222.2545289472506,234.28,229.08,573559.5,231.79,50.18,2659813.0
2015-12-01,222.05199999999996,237.19,225.2316124245799,223.36086015738084,238.0,231.05,490245.3,231.06,45.54,3733955.0
2015-12-02,223.23399999999992,231.99,226.2713643592599,224.00005571253297,238.6,231.23,503011.7,237.0,47.93,2981468.0
